Type,Onset,Duration
Mic1,8111.25,25.0
Mic1,9111.25,25.0
Mic1,10111.25,25.0
Mic1,11111.25,25.0
Mic1,12111.25,25.0
Mic1,13111.25,25.0
Mic1,14111.5,24.75
Mic1,15111.5,24.75
Mic1,16111.5,24.75
Mic1,17111.5,24.75
Mic1,18111.5,24.75
Mic1,19111.5,24.75
Mic1,20111.5,24.75
Mic1,21111.5,24.75
Mic1,22111.5,24.75
Mic1,23111.5,24.75
Mic1,24111.5,24.75
Mic1,25111.5,24.75
Mic1,26111.5,24.75
Mic1,27111.5,24.75
Mic1,28111.5,24.75
Mic1,29111.5,24.75
Mic1,30111.5,24.75
Mic1,31111.5,25.0
Mic1,32111.5,25.0
Mic1,33111.5,25.0
Mic1,34111.5,25.0
Mic1,35111.5,25.0
Mic1,36111.5,25.0
Mic1,37111.5,25.0
Mic1,38111.5,25.0
Mic1,39111.5,25.0
Mic1,40111.5,25.0
Mic1,41111.5,25.0
Mic1,42111.5,25.0
Mic1,43111.5,25.0
Mic1,44111.5,25.0
Mic1,45111.5,25.0
Mic1,46111.75,24.75
Mic1,47111.75,24.75
Mic1,48111.75,24.75
Mic1,49111.75,24.75
Mic1,50111.75,24.75
Mic1,51111.75,24.75
Mic1,52111.75,24.75
Mic1,53111.75,24.75
Mic1,54111.75,24.75
Mic1,55111.75,24.75
Mic1,56111.75,24.75
Mic1,57111.75,24.75
Mic1,58111.75,24.75
Mic1,59111.75,24.75
Mic1,60111.75,24.75
Mic1,61111.75,24.75
Mic1,62111.75,24.75
Mic1,63111.75,25.0
Mic1,64111.75,25.0
Mic1,65111.75,25.0
Mic1,66111.75,25.0
Mic1,67111.75,25.0
Mic1,68111.75,25.0
Mic1,69111.75,25.0
Mic1,70111.75,25.0
Mic1,71111.75,25.0
Mic1,72111.75,25.0
Mic1,73111.75,25.0
Mic1,74111.75,25.0
Mic1,75111.75,25.0
Mic1,76111.75,25.0
Mic1,77111.75,25.0
Mic1,78111.75,25.0
Mic1,79111.75,25.0
Mic1,80112.0,24.75
Mic1,81112.0,24.75
Mic1,82112.0,24.75
Mic1,83112.0,24.75
Mic1,84112.0,24.75
Mic1,85112.0,24.75
Mic1,86112.0,24.75
Mic1,87112.0,24.75
Mic1,88112.0,24.75
Mic1,89112.0,24.75
Mic1,90112.0,24.75
Mic1,91112.0,24.75
Mic1,92112.0,24.75
Mic1,93112.0,24.75
Mic1,94112.0,24.75
Mic1,95112.0,24.75
Mic1,96112.0,24.75
Mic1,97112.0,24.75
Mic1,98112.0,25.0
Mic1,99112.0,25.0
Mic1,100112.0,25.0
Mic1,101112.0,25.0
Mic1,102112.0,25.0
Mic1,103112.0,25.0
Mic1,104112.0,25.0
Mic1,105112.0,25.0
Mic1,106112.0,25.0
Mic1,107112.0,25.0
Mic1,108112.0,25.0
Mic1,109112.0,25.0
Mic1,110112.0,25.0
Mic1,111112.0,25.0
Mic1,112112.0,25.0
Mic1,113112.25,24.75
Mic1,114112.25,24.75
Mic1,115112.25,24.75
Mic1,116112.25,24.75
Mic1,117112.25,24.75
Mic1,118112.25,24.75
Mic1,119112.25,24.75
Mic1,120112.25,24.75
Mic1,121112.25,24.75
Mic1,122112.25,24.75
Mic1,123112.25,24.75
Mic1,124112.25,24.75
Mic1,125112.25,24.75
Mic1,126112.25,24.75
Mic1,127112.25,24.75
Mic1,128112.25,25.0
Mic1,129112.25,24.75
Mic1,130112.25,25.0
Mic1,131112.25,25.0
Mic1,132112.25,25.0
