Type,Onset,Duration
Mic1,1449.5,27.75
Mic1,2449.5,28.5
Mic1,3449.5,28.5
Mic1,4449.5,27.75
Mic1,5449.5,28.5
Mic1,6449.5,28.5
Mic1,7449.5,27.75
Mic1,8449.5,28.5
Mic1,9449.5,28.5
Mic1,10449.5,28.5
Mic1,11449.5,28.5
Mic1,12449.5,28.5
Mic1,13449.5,28.5
Mic1,14449.5,28.5
Mic1,15449.5,27.75
Mic1,16449.5,28.25
Mic1,17449.25,28.5
Mic1,18449.25,28.5
Mic1,19449.25,28.75
Mic1,20449.25,28.75
Mic1,21449.25,28.75
Mic1,22449.25,28.5
Mic1,23449.25,28.75
Mic1,24449.25,28.5
Mic1,25449.25,28.5
Mic1,26449.25,28.5
Mic1,27449.25,28.5
Mic1,28449.25,28.5
Mic1,29449.25,27.75
Mic1,30449.25,27.75
Mic1,31449.25,27.75
Mic1,32449.25,27.75
Mic1,33449.25,27.75
Mic1,34449.25,28.5
Mic1,35449.25,28.5
Mic1,36449.25,28.5
Mic1,37449.25,28.5
Mic1,38449.25,27.75
Mic1,39449.25,27.75
Mic1,40449.25,28.5
Mic1,41449.25,28.5
Mic1,42449.0,28.75
Mic1,43449.25,28.5
Mic1,44449.0,28.5
Mic1,45449.0,28.5
Mic1,46449.0,28.75
Mic1,47449.0,27.75
Mic1,48449.0,28.5
Mic1,49449.0,27.75
Mic1,50449.0,27.75
Mic1,51449.0,28.75
Mic1,52449.0,28.75
Mic1,53449.0,27.75
Mic1,54449.0,27.75
Mic1,55449.0,28.5
Mic1,56449.0,28.5
Mic1,57449.0,28.5
Mic1,58449.0,28.5
Mic1,59449.0,28.5
Mic1,60449.0,28.5
Mic1,61449.0,28.5
Mic1,62449.0,27.75
Mic1,63449.0,28.5
Mic1,64449.0,28.5
Mic1,65449.0,27.75
Mic1,66449.0,27.75
Mic1,67449.0,28.5
Mic1,68449.0,28.5
Mic1,69448.75,28.5
Mic1,70448.75,28.75
Mic1,71448.75,28.0
Mic1,72448.75,28.0
Mic1,73448.75,28.5
Mic1,74448.75,27.75
Mic1,75448.75,28.5
Mic1,76448.75,28.75
Mic1,77448.75,28.5
Mic1,78448.75,27.75
Mic1,79448.75,28.5
Mic1,80448.75,27.75
Mic1,81448.75,28.75
Mic1,82448.75,28.5
Mic1,83448.75,28.5
Mic1,84448.75,27.75
Mic1,85448.75,28.5
Mic1,86448.75,28.5
Mic1,87448.75,28.5
Mic1,88448.75,27.75
Mic1,89448.75,27.75
Mic1,90448.75,28.5
Mic1,91448.75,28.5
Mic1,92448.75,27.75
Mic1,93448.75,27.75
Mic1,94448.75,28.5
Mic1,95448.75,28.5
Mic1,96448.5,28.5
Mic1,97448.5,28.75
Mic1,98448.5,28.75
Mic1,99448.5,27.75
Mic1,100448.5,28.75
Mic1,101448.5,28.75
Mic1,102448.5,27.75
Mic1,103448.5,28.75
Mic1,104448.5,28.75
Mic1,105448.5,28.5
Mic1,106448.5,27.75
Mic1,107448.5,27.75
Mic1,108448.5,27.75
Mic1,109448.5,28.5
Mic1,110448.5,28.5
Mic1,111448.5,28.5
Mic1,112448.5,27.75
Mic1,113448.5,28.5
Mic1,114448.5,27.75
Mic1,115448.5,28.5
Mic1,116448.5,27.75
Mic1,117448.5,28.5
Mic1,118448.5,28.5
Mic1,119448.5,27.75
Mic1,120448.5,28.5
Mic1,121448.5,28.5
Mic1,122448.25,28.0
Mic1,123448.25,28.75
Mic1,124448.25,28.75
Mic1,125448.25,28.5
Mic1,126448.25,28.75
Mic1,127448.25,27.75
Mic1,128448.25,28.5
Mic1,129448.25,28.5
Mic1,130448.25,28.5
Mic1,131448.25,28.75
Mic1,132448.25,28.5
