Type,Onset,Duration
Mic1,1820.75,20.25
Mic1,2820.75,26.25
Mic1,3822.0,23.75
Mic1,4820.25,26.75
Mic1,5820.75,27.75
Mic1,6822.0,23.75
Mic1,7820.75,20.0
Mic1,8822.75,23.0
Mic1,9820.75,25.0
Mic1,10821.75,24.0
Mic1,11820.5,20.25
Mic1,12820.5,20.25
Mic1,13820.5,20.25
Mic1,14821.75,24.0
Mic1,15820.5,25.25
Mic1,16820.5,26.25
Mic1,17820.75,20.0
Mic1,18821.75,24.0
Mic1,19820.75,25.0
Mic1,20820.5,25.25
Mic1,21820.75,25.0
Mic1,22820.75,25.0
Mic1,23820.5,20.25
Mic1,24820.5,28.0
Mic1,25820.0,22.5
Mic1,26820.5,26.25
Mic1,27822.5,23.25
Mic1,28821.75,24.0
Mic1,29820.75,24.5
Mic1,30820.75,25.0
Mic1,31820.5,25.0
Mic1,32820.0,25.5
Mic1,33821.75,23.75
Mic1,34820.0,25.5
Mic1,35821.75,23.75
Mic1,36820.5,25.0
Mic1,37820.25,26.25
Mic1,38820.25,28.0
Mic1,39820.25,26.25
Mic1,40820.25,25.0
Mic1,41820.5,25.0
Mic1,42820.25,25.0
Mic1,43821.5,24.0
Mic1,44825.5,21.0
Mic1,45820.25,25.25
Mic1,46819.75,25.75
Mic1,47820.5,25.0
Mic1,48820.25,28.0
Mic1,49819.75,26.75
Mic1,50819.75,26.75
Mic1,51820.25,28.0
Mic1,52821.5,24.0
Mic1,53820.5,25.0
Mic1,54819.75,26.75
Mic1,55820.25,26.25
Mic1,56820.5,27.75
Mic1,57820.25,25.25
Mic1,58826.5,20.0
Mic1,59820.25,20.0
Mic1,60819.75,26.75
Mic1,61820.25,24.75
Mic1,62821.25,24.0
Mic1,63821.25,24.0
Mic1,64819.75,26.75
Mic1,65820.25,25.0
Mic1,66820.0,26.25
Mic1,67820.25,21.0
Mic1,68821.25,24.0
Mic1,69820.25,25.0
Mic1,70820.0,20.25
Mic1,71820.0,20.25
Mic1,72821.25,24.0
Mic1,73820.25,26.0
Mic1,74820.0,28.0
Mic1,75820.25,24.75
Mic1,76820.0,26.25
Mic1,77826.25,20.0
Mic1,78821.25,25.0
Mic1,79820.25,25.0
Mic1,80820.0,26.25
Mic1,81820.0,26.25
Mic1,82821.25,24.0
Mic1,83820.0,20.0
Mic1,84820.0,26.25
Mic1,85820.0,25.25
Mic1,86819.5,25.5
Mic1,87822.0,24.25
Mic1,88820.0,25.0
Mic1,89820.0,25.0
Mic1,90819.75,20.25
Mic1,91821.0,24.0
Mic1,92821.0,24.0
Mic1,93819.75,28.0
Mic1,94821.0,24.0
Mic1,95820.0,25.0
Mic1,96821.0,24.0
Mic1,97820.0,25.0
Mic1,98819.75,26.25
Mic1,99819.75,26.25
Mic1,100820.0,25.0
Mic1,101821.75,23.25
Mic1,102820.0,25.0
Mic1,103820.0,25.0
Mic1,104819.75,26.25
Mic1,105820.0,25.0
Mic1,106821.0,24.0
Mic1,107819.75,28.0
Mic1,108820.0,24.75
Mic1,109819.25,25.5
Mic1,110821.0,23.75
Mic1,111821.0,23.75
Mic1,112820.0,24.75
Mic1,113819.75,20.0
Mic1,114821.0,23.75
Mic1,115819.75,27.75
Mic1,116819.5,26.25
Mic1,117820.75,24.0
Mic1,118820.75,24.0
Mic1,119819.75,25.0
Mic1,120820.75,24.0
Mic1,121819.75,27.75
Mic1,122819.75,27.75
Mic1,123820.75,24.0
Mic1,124819.5,28.0
Mic1,125819.75,27.75
Mic1,126819.75,24.75
Mic1,127819.5,28.0
Mic1,128819.5,26.25
Mic1,129819.75,27.75
Mic1,130821.5,24.25
Mic1,131819.0,26.75
Mic1,132819.5,28.0
Mic1,133819.75,25.0
Mic1,134819.75,25.0
Mic1,135819.0,25.75
Mic1,136819.5,28.0
Mic1,137819.0,25.75
Mic1,138819.0,26.75
Mic1,139819.5,20.0
Mic1,140819.5,20.0
Mic1,141819.5,20.0
Mic1,142819.5,20.0
Mic1,143819.5,27.75
Mic1,144819.25,20.25
Mic1,145819.5,25.0
Mic1,146819.5,27.75
Mic1,147820.5,24.0
Mic1,148820.5,24.0
Mic1,149819.5,25.0
Mic1,150819.25,26.25
Mic1,151821.25,23.25
Mic1,152820.5,24.0
Mic1,153819.25,20.25
Mic1,154819.25,28.0
Mic1,155819.25,20.25
Mic1,156818.75,25.75
Mic1,157819.5,27.75
Mic1,158820.5,24.0
Mic1,159820.5,24.0
Mic1,160819.25,28.0
Mic1,161819.25,28.0
Mic1,162820.5,25.0
Mic1,163819.25,20.25
Mic1,164820.5,24.0
Mic1,165819.5,27.5
Mic1,166819.5,25.0
Mic1,167819.25,21.25
Mic1,168820.5,23.75
Mic1,169819.5,26.0
Mic1,170819.25,26.0
Mic1,171819.25,24.75
Mic1,172819.25,26.0
Mic1,173820.25,24.0
Mic1,174819.25,25.0
Mic1,175819.0,28.0
Mic1,176819.0,26.25
Mic1,177819.25,27.75
Mic1,178819.0,28.0
Mic1,179819.25,27.75
Mic1,180819.25,27.75
Mic1,181819.25,27.75
Mic1,182818.5,25.75
Mic1,183819.25,25.0
Mic1,184819.0,28.0
Mic1,185820.25,24.0
Mic1,186819.0,28.0
Mic1,187820.25,24.0
Mic1,188819.25,24.25
Mic1,189819.0,28.0
Mic1,190820.25,24.0
Mic1,191819.0,28.0
Mic1,192819.0,20.25
Mic1,193820.25,24.0
Mic1,194819.0,20.0
Mic1,195819.0,27.75
Mic1,196819.0,20.0
Mic1,197819.0,25.0
Mic1,198820.25,23.75
Mic1,199819.0,20.0
Mic1,200821.0,23.0
Mic1,201818.75,20.25
Mic1,202818.75,28.0
Mic1,203818.75,26.25
Mic1,204818.75,20.25
Mic1,205818.75,26.25
Mic1,206818.75,28.0
Mic1,207818.75,25.25
Mic1,208818.75,26.25
Mic1,209818.75,28.0
Mic1,210818.75,26.25
Mic1,211820.0,24.0
Mic1,212818.75,28.0
Mic1,213818.25,26.75
Mic1,214818.75,26.25
Mic1,215818.25,25.75
Mic1,216819.0,25.0
Mic1,217818.75,26.25
Mic1,218820.0,24.0
Mic1,219818.75,20.25
Mic1,220819.0,27.5
Mic1,221819.0,27.5
