,Type,Onset,Duration
1,Mic1,8.11125,0.025
2,Mic1,9.11125,0.025
3,Mic1,10.11125,0.025
4,Mic1,11.11125,0.025
5,Mic1,12.11125,0.025
6,Mic1,13.11125,0.025
7,Mic1,14.1115,0.02475
8,Mic1,15.1115,0.02475
9,Mic1,16.1115,0.02475
10,Mic1,17.1115,0.02475
11,Mic1,18.1115,0.02475
12,Mic1,19.1115,0.02475
13,Mic1,20.1115,0.02475
14,Mic1,21.1115,0.02475
15,Mic1,22.1115,0.02475
16,Mic1,23.1115,0.02475
17,Mic1,24.1115,0.02475
18,Mic1,25.1115,0.02475
19,Mic1,26.1115,0.02475
20,Mic1,27.1115,0.02475
21,Mic1,28.1115,0.02475
22,Mic1,29.1115,0.02475
23,Mic1,30.1115,0.02475
24,Mic1,31.1115,0.025
25,Mic1,32.1115,0.025
26,Mic1,33.1115,0.025
27,Mic1,34.1115,0.025
28,Mic1,35.1115,0.025
29,Mic1,36.1115,0.025
30,Mic1,37.1115,0.025
31,Mic1,38.1115,0.025
32,Mic1,39.1115,0.025
33,Mic1,40.1115,0.025
34,Mic1,41.1115,0.025
35,Mic1,42.1115,0.025
36,Mic1,43.1115,0.025
37,Mic1,44.1115,0.025
38,Mic1,45.1115,0.025
39,Mic1,46.11175,0.02475
40,Mic1,47.11175,0.02475
41,Mic1,48.11175,0.02475
42,Mic1,49.11175,0.02475
43,Mic1,50.11175,0.02475
44,Mic1,51.11175,0.02475
45,Mic1,52.11175,0.02475
46,Mic1,53.11175,0.02475
47,Mic1,54.11175,0.02475
48,Mic1,55.11175,0.02475
49,Mic1,56.11175,0.02475
50,Mic1,57.11175,0.02475
51,Mic1,58.11175,0.02475
52,Mic1,59.11175,0.02475
53,Mic1,60.11175,0.02475
54,Mic1,61.11175,0.02475
55,Mic1,62.11175,0.02475
56,Mic1,63.11175,0.025
57,Mic1,64.11175,0.025
58,Mic1,65.11175,0.025
59,Mic1,66.11175,0.025
60,Mic1,67.11175,0.025
61,Mic1,68.11175,0.025
62,Mic1,69.11175,0.025
63,Mic1,70.11175,0.025
64,Mic1,71.11175,0.025
65,Mic1,72.11175,0.025
66,Mic1,73.11175,0.025
67,Mic1,74.11175,0.025
68,Mic1,75.11175,0.025
69,Mic1,76.11175,0.025
70,Mic1,77.11175,0.025
71,Mic1,78.11175,0.025
72,Mic1,79.11175,0.025
73,Mic1,80.112,0.02475
74,Mic1,81.112,0.02475
75,Mic1,82.112,0.02475
76,Mic1,83.112,0.02475
77,Mic1,84.112,0.02475
78,Mic1,85.112,0.02475
79,Mic1,86.112,0.02475
80,Mic1,87.112,0.02475
81,Mic1,88.112,0.02475
82,Mic1,89.112,0.02475
83,Mic1,90.112,0.02475
84,Mic1,91.112,0.02475
85,Mic1,92.112,0.02475
86,Mic1,93.112,0.02475
87,Mic1,94.112,0.02475
88,Mic1,95.112,0.02475
89,Mic1,96.112,0.02475
90,Mic1,97.112,0.02475
91,Mic1,98.112,0.025
92,Mic1,99.112,0.025
93,Mic1,100.112,0.025
94,Mic1,101.112,0.025
95,Mic1,102.112,0.025
96,Mic1,103.112,0.025
97,Mic1,104.112,0.025
98,Mic1,105.112,0.025
99,Mic1,106.112,0.025
100,Mic1,107.112,0.025
101,Mic1,108.112,0.025
102,Mic1,109.112,0.025
103,Mic1,110.112,0.025
104,Mic1,111.112,0.025
105,Mic1,112.112,0.025
106,Mic1,113.11225,0.02475
107,Mic1,114.11225,0.02475
108,Mic1,115.11225,0.02475
109,Mic1,116.11225,0.02475
110,Mic1,117.11225,0.02475
111,Mic1,118.11225,0.02475
112,Mic1,119.11225,0.02475
113,Mic1,120.11225,0.02475
114,Mic1,121.11225,0.02475
115,Mic1,122.11225,0.02475
116,Mic1,123.11225,0.02475
117,Mic1,124.11225,0.02475
118,Mic1,125.11225,0.02475
119,Mic1,126.11225,0.02475
120,Mic1,127.11225,0.02475
121,Mic1,128.11225,0.025
122,Mic1,129.11225,0.02475
123,Mic1,130.11225,0.025
124,Mic1,131.11225,0.025
125,Mic1,132.11225,0.025
126,Mic1,133.11225,0.025
127,Mic1,134.11225,0.025
128,Mic1,135.11225,0.025
129,Mic1,136.11225,0.025
130,Mic1,137.11225,0.025
131,Mic1,138.11225,0.025
132,Mic1,139.11225,0.025
133,Mic1,140.1125,0.02475
134,Mic1,141.11225,0.025
135,Mic1,142.11225,0.025
136,Mic1,143.11225,0.025
137,Mic1,144.11225,0.025
138,Mic1,145.11225,0.025
139,Mic1,146.1125,0.01975
140,Mic1,147.1125,0.02475
141,Mic1,148.1125,0.02475
142,Mic1,149.1125,0.02475
143,Mic1,150.1125,0.02475
144,Mic1,151.1125,0.02475
145,Mic1,152.1125,0.02475
146,Mic1,153.1125,0.01975
147,Mic1,154.1125,0.01975
148,Mic1,155.1125,0.02475
149,Mic1,156.1125,0.02475
150,Mic1,157.1125,0.02
151,Mic1,158.1125,0.02
152,Mic1,159.1125,0.01975
153,Mic1,160.1125,0.01975
154,Mic1,161.1125,0.02475
155,Mic1,162.1125,0.02475
156,Mic1,163.1125,0.02475
157,Mic1,164.1125,0.025
158,Mic1,165.1125,0.025
159,Mic1,166.1125,0.025
160,Mic1,167.1125,0.025
