Type,Onset,Duration
Mic1,2288.25,23.75
Mic1,3288.25,23.75
Mic1,4286.5,25.5
Mic1,5287.25,24.75
Mic1,6287.0,20.0
Mic1,7286.5,25.5
Mic1,8287.0,25.0
Mic1,9287.0,20.0
Mic1,10287.0,20.0
Mic1,11287.0,25.0
Mic1,12288.0,24.0
Mic1,13287.0,26.0
Mic1,14286.5,28.25
Mic1,15287.0,25.0
Mic1,16287.0,25.0
Mic1,17287.0,25.0
Mic1,18286.25,26.75
Mic1,19287.0,24.25
Mic1,20287.0,26.0
Mic1,21288.0,24.0
Mic1,22288.0,24.0
Mic1,23287.0,25.0
Mic1,24287.0,25.0
Mic1,25286.25,25.75
Mic1,26287.0,25.0
Mic1,27287.0,25.0
Mic1,28286.5,25.5
Mic1,29287.0,25.0
Mic1,30287.0,25.0
Mic1,31292.0,19.75
Mic1,32287.0,25.0
Mic1,33286.25,25.5
Mic1,34286.25,25.5
Mic1,35286.75,20.0
Mic1,36286.75,25.0
Mic1,37286.75,25.0
Mic1,38286.75,25.0
Mic1,39286.75,25.0
Mic1,40286.75,25.0
Mic1,41291.75,20.0
Mic1,42286.75,25.0
Mic1,43288.0,23.75
Mic1,44286.25,25.5
Mic1,45286.25,25.5
Mic1,46286.25,24.75
Mic1,47286.75,24.25
Mic1,48286.75,26.0
Mic1,49286.75,20.0
Mic1,50286.25,24.75
Mic1,51287.75,24.0
Mic1,52286.25,24.75
Mic1,53286.75,20.0
Mic1,54286.75,20.0
Mic1,55286.75,26.0
Mic1,56286.75,25.0
Mic1,57286.75,25.0
Mic1,58286.75,25.0
Mic1,59286.0,20.75
Mic1,60286.75,25.0
Mic1,61286.75,25.0
Mic1,62286.75,19.75
Mic1,63286.75,24.75
Mic1,64286.0,25.5
Mic1,65291.5,21.25
Mic1,66287.75,23.75
Mic1,67286.5,20.0
Mic1,68286.5,25.0
Mic1,69286.0,25.5
Mic1,70286.5,20.0
Mic1,71286.0,25.5
Mic1,72287.5,24.0
Mic1,73286.0,26.5
Mic1,74287.5,24.0
Mic1,75286.5,26.0
Mic1,76286.0,25.5
Mic1,77286.5,25.0
Mic1,78286.5,26.0
Mic1,79286.5,20.0
Mic1,80285.75,26.75
Mic1,81291.5,21.0
Mic1,82286.5,20.0
Mic1,83285.75,26.75
Mic1,84286.0,20.5
Mic1,85286.5,25.0
Mic1,86286.5,25.0
Mic1,87286.5,25.0
Mic1,88286.5,25.0
Mic1,89285.75,25.5
Mic1,90286.5,25.0
Mic1,91286.5,25.0
Mic1,92286.5,24.75
Mic1,93285.75,25.5
Mic1,94286.25,20.0
Mic1,95286.25,25.0
Mic1,96285.75,25.5
Mic1,97285.75,26.75
Mic1,98286.25,25.0
Mic1,99287.5,23.75
Mic1,100286.25,24.25
Mic1,101285.75,25.5
Mic1,102285.75,20.5
Mic1,103286.25,20.0
Mic1,104285.75,25.5
Mic1,105286.25,25.0
Mic1,106285.5,25.75
Mic1,107286.25,24.25
Mic1,108286.25,25.0
Mic1,109286.25,25.0
Mic1,110285.5,25.75
Mic1,111286.25,24.25
Mic1,112286.25,25.0
Mic1,113286.25,25.0
Mic1,114291.25,20.0
Mic1,115285.5,25.75
Mic1,116286.25,24.75
Mic1,117286.25,25.0
Mic1,118286.25,24.75
Mic1,119286.25,24.75
Mic1,120286.25,24.75
Mic1,121285.5,25.5
Mic1,122286.25,24.75
Mic1,123286.0,25.0
Mic1,124286.0,25.0
Mic1,125286.0,25.0
Mic1,126285.5,25.5
Mic1,127286.0,25.0
Mic1,128286.0,25.0
Mic1,129286.0,25.0
Mic1,130286.0,25.0
Mic1,131285.5,26.5
Mic1,132286.0,20.0
Mic1,133286.0,25.0
Mic1,134286.0,25.0
Mic1,135285.5,20.5
Mic1,136286.0,20.0
Mic1,137285.25,26.75
Mic1,138291.0,20.0
Mic1,140291.0,21.0
Mic1,141286.0,25.0
Mic1,142285.5,20.5
Mic1,143285.5,20.5
Mic1,144286.0,25.0
Mic1,145286.0,20.0
Mic1,146286.0,25.0
Mic1,147285.25,25.5
Mic1,148285.25,20.75
Mic1,149285.25,26.75
Mic1,150285.25,20.5
Mic1,151285.75,25.25
Mic1,152290.75,21.25
Mic1,153285.25,25.5
Mic1,154287.0,23.75
Mic1,155285.25,25.5
Mic1,156285.25,25.5
Mic1,157285.75,25.0
Mic1,158285.75,25.0
Mic1,159285.75,25.0
Mic1,160285.75,25.0
Mic1,161285.75,25.0
Mic1,162285.75,25.0
Mic1,163285.75,25.0
Mic1,164285.75,25.0
Mic1,165285.75,25.0
Mic1,166285.25,25.5
Mic1,167285.75,25.0
Mic1,168285.75,25.0
