,Type,Onset,Duration
,,,
2,Mic1,1.4915,0.024
3,Mic1,2.49025,0.02025
4,Mic1,3.4905,0.025
5,Mic1,4.4905,0.02775
6,Mic1,5.49025,0.02625
7,Mic1,6.4905,0.025
8,Mic1,7.4905,0.02775
9,Mic1,8.4905,0.02775
10,Mic1,9.49025,0.02025
11,Mic1,10.49025,0.02625
12,Mic1,11.48975,0.02675
13,Mic1,12.4905,0.0275
14,Mic1,13.4915,0.024
15,Mic1,14.4915,0.024
16,Mic1,15.4905,0.0275
17,Mic1,16.4905,0.0275
18,Mic1,17.48975,0.02675
19,Mic1,18.4905,0.0275
20,Mic1,19.4905,0.026
21,Mic1,20.4915,0.024
22,Mic1,21.48975,0.0255
23,Mic1,22.48975,0.0255
24,Mic1,23.49025,0.02775
25,Mic1,24.4905,0.026
26,Mic1,25.4915,0.02375
27,Mic1,26.49,0.028
28,Mic1,27.4915,0.02375
29,Mic1,28.49125,0.024
30,Mic1,29.49125,0.024
31,Mic1,30.49125,0.024
32,Mic1,31.49,0.028
33,Mic1,32.48975,0.0255
34,Mic1,33.49025,0.02775
35,Mic1,34.49025,0.02775
36,Mic1,35.49025,0.02775
37,Mic1,36.49,0.028
38,Mic1,37.49025,0.02775
39,Mic1,38.49,0.028
40,Mic1,39.49,0.028
41,Mic1,40.49025,0.025
42,Mic1,41.49025,0.025
43,Mic1,42.498,0.02
44,Mic1,43.49125,0.024
45,Mic1,44.49,0.028
46,Mic1,45.4895,0.02675
47,Mic1,46.49025,0.02475
48,Mic1,47.49125,0.02375
49,Mic1,48.49,0.028
50,Mic1,49.49,0.02125
51,Mic1,50.4895,0.02675
52,Mic1,51.49,0.02425
53,Mic1,52.49,0.025
54,Mic1,53.49,0.02
55,Mic1,54.49,0.02775
56,Mic1,55.4895,0.0255
57,Mic1,56.48975,0.028
58,Mic1,57.49,0.025
59,Mic1,58.49,0.025
60,Mic1,59.49,0.025
61,Mic1,60.49,0.025
62,Mic1,61.48975,0.028
63,Mic1,62.48925,0.02675
64,Mic1,63.491,0.024
65,Mic1,64.48975,0.028
66,Mic1,65.49,0.02
67,Mic1,66.48925,0.02675
68,Mic1,67.49,0.021
69,Mic1,68.48925,0.02675
70,Mic1,69.49,0.026
71,Mic1,70.48975,0.02625
72,Mic1,71.48925,0.02675
73,Mic1,72.49,0.021
74,Mic1,73.49,0.02475
75,Mic1,74.49,0.025
76,Mic1,75.49,0.0275
77,Mic1,76.49,0.02475
78,Mic1,77.48975,0.025
79,Mic1,78.48925,0.02675
80,Mic1,79.491,0.02375
81,Mic1,80.491,0.02375
82,Mic1,81.48925,0.0255
83,Mic1,82.4895,0.028
84,Mic1,83.49075,0.024
85,Mic1,84.48975,0.02425
86,Mic1,85.4895,0.028
87,Mic1,86.48975,0.02775
88,Mic1,87.49575,0.02
89,Mic1,88.48975,0.025
90,Mic1,89.48975,0.02775
91,Mic1,90.4895,0.02625
92,Mic1,91.49075,0.024
93,Mic1,92.48975,0.026
94,Mic1,93.4895,0.02025
95,Mic1,94.4915,0.02325
96,Mic1,95.48975,0.025
97,Mic1,96.48975,0.026
98,Mic1,97.4895,0.02625
99,Mic1,98.489,0.02675
100,Mic1,99.49075,0.024
101,Mic1,100.49075,0.024
102,Mic1,101.48975,0.025
103,Mic1,102.49575,0.02
104,Mic1,103.4895,0.02775
105,Mic1,104.4895,0.02525
106,Mic1,105.49075,0.024
107,Mic1,106.4895,0.025
108,Mic1,107.49075,0.02375
109,Mic1,108.4895,0.02
110,Mic1,109.48925,0.028
111,Mic1,110.4895,0.021
112,Mic1,111.489,0.0265
113,Mic1,112.4905,0.024
114,Mic1,113.489,0.0265
115,Mic1,114.4895,0.025
116,Mic1,115.4895,0.02425
117,Mic1,116.48875,0.02675
118,Mic1,117.48925,0.02625
119,Mic1,118.4895,0.02
120,Mic1,119.4895,0.025
121,Mic1,120.4905,0.024
122,Mic1,121.4895,0.02
123,Mic1,122.4895,0.025
124,Mic1,123.4895,0.02425
125,Mic1,124.4895,0.025
126,Mic1,125.48925,0.02025
127,Mic1,126.48875,0.02675
128,Mic1,127.48925,0.028
129,Mic1,128.48925,0.02625
130,Mic1,129.48925,0.028
131,Mic1,130.4895,0.02
132,Mic1,131.48925,0.02
133,Mic1,132.48925,0.02525
134,Mic1,133.48925,0.025
135,Mic1,134.48925,0.02775
136,Mic1,135.489,0.028
137,Mic1,136.48875,0.0255
138,Mic1,137.48925,0.02775
139,Mic1,138.49025,0.024
140,Mic1,139.48925,0.025
141,Mic1,140.49025,0.024
142,Mic1,141.49025,0.024
143,Mic1,142.49025,0.024
144,Mic1,143.4885,0.02575
145,Mic1,144.48925,0.02775
146,Mic1,145.489,0.02625
147,Mic1,146.489,0.02625
148,Mic1,147.48925,0.025
149,Mic1,148.489,0.02625
150,Mic1,149.48925,0.025
151,Mic1,150.48925,0.02775
152,Mic1,151.48925,0.02
153,Mic1,152.48925,0.02775
154,Mic1,153.48925,0.02
155,Mic1,154.489,0.028
156,Mic1,155.48925,0.025
157,Mic1,156.49025,0.02375
158,Mic1,157.489,0.02025
159,Mic1,158.489,0.02
160,Mic1,159.489,0.02
161,Mic1,160.489,0.02775
162,Mic1,161.489,0.025
163,Mic1,162.4885,0.0255
164,Mic1,163.4885,0.0265
165,Mic1,164.489,0.026
166,Mic1,165.489,0.02775
167,Mic1,166.48875,0.028
168,Mic1,167.494,0.02
169,Mic1,168.49,0.024
170,Mic1,169.489,0.025
171,Mic1,170.48825,0.02675
172,Mic1,171.48875,0.028
173,Mic1,172.489,0.02425
174,Mic1,173.494,0.021
175,Mic1,174.489,0.025
176,Mic1,175.489,0.02
177,Mic1,176.489,0.025
178,Mic1,177.489,0.021
179,Mic1,178.489,0.02
180,Mic1,179.489,0.02
181,Mic1,180.48875,0.02025
182,Mic1,181.489,0.021
183,Mic1,182.48875,0.02775
184,Mic1,183.489,0.021
185,Mic1,184.489,0.025
186,Mic1,185.48875,0.02625
187,Mic1,186.48875,0.02525
188,Mic1,187.48875,0.02775
189,Mic1,188.48875,0.02775
190,Mic1,189.48875,0.025
191,Mic1,190.48875,0.02775
192,Mic1,191.48975,0.024
193,Mic1,192.48875,0.021
194,Mic1,193.4885,0.028
195,Mic1,194.48825,0.0255
196,Mic1,195.48825,0.0265
197,Mic1,196.48875,0.025
198,Mic1,197.48875,0.02775
199,Mic1,198.48975,0.024
200,Mic1,199.48875,0.025
201,Mic1,200.488,0.02675
202,Mic1,201.48975,0.024
203,Mic1,202.4885,0.028
204,Mic1,203.48875,0.025
205,Mic1,204.4885,0.02025
206,Mic1,205.48975,0.024
207,Mic1,206.4885,0.028
208,Mic1,207.488,0.02675
209,Mic1,208.48875,0.025
210,Mic1,209.488,0.02575
211,Mic1,210.48875,0.025
212,Mic1,211.488,0.0255
213,Mic1,212.488,0.02575
214,Mic1,213.488,0.0255
215,Mic1,214.48975,0.024
216,Mic1,215.48975,0.02375
217,Mic1,216.4885,0.02775
218,Mic1,217.488,0.02675
219,Mic1,218.488,0.0255
220,Mic1,219.488,0.0265
221,Mic1,220.4895,0.024
222,Mic1,221.4885,0.02775
223,Mic1,222.488,0.0255
224,Mic1,223.48825,0.028
225,Mic1,224.48825,0.02025
226,Mic1,225.48775,0.02575
227,Mic1,226.48825,0.02025
228,Mic1,227.48825,0.028
229,Mic1,228.48775,0.02575
230,Mic1,229.4885,0.025
231,Mic1,230.4885,0.02425
232,Mic1,231.48825,0.028
233,Mic1,232.48775,0.02575
234,Mic1,233.48825,0.02625
235,Mic1,234.48825,0.028
236,Mic1,235.4885,0.025
237,Mic1,236.48825,0.02025
238,Mic1,238.4895,0.024
239,Mic1,239.48775,0.02575
240,Mic1,240.48825,0.02775
241,Mic1,241.48775,0.0255
242,Mic1,242.48775,0.0255
243,Mic1,243.48775,0.0255
244,Mic1,244.48775,0.0255
245,Mic1,245.48825,0.02
246,Mic1,246.48825,0.025
247,Mic1,247.48825,0.025
248,Mic1,248.488,0.02025
249,Mic1,249.488,0.028
250,Mic1,250.48825,0.025
251,Mic1,251.48825,0.025
252,Mic1,252.48825,0.025
253,Mic1,253.4875,0.02675
254,Mic1,254.488,0.02625
255,Mic1,255.48925,0.024
256,Mic1,256.4875,0.02575
257,Mic1,257.48825,0.025
258,Mic1,258.488,0.02625
259,Mic1,259.48825,0.025
260,Mic1,260.488,0.028
261,Mic1,261.4875,0.02675
262,Mic1,262.488,0.028
263,Mic1,263.48925,0.024
264,Mic1,264.488,0.028
265,Mic1,265.488,0.028
266,Mic1,266.48825,0.0275
267,Mic1,267.48825,0.025
268,Mic1,268.48825,0.01975
269,Mic1,269.488,0.02775
270,Mic1,270.488,0.02775
271,Mic1,271.488,0.026
272,Mic1,272.488,0.025
273,Mic1,273.488,0.025
274,Mic1,274.48775,0.02025
275,Mic1,275.488,0.025
276,Mic1,276.489,0.024
277,Mic1,277.4875,0.0255
278,Mic1,278.489,0.024
279,Mic1,279.4875,0.0255
280,Mic1,280.48775,0.02
281,Mic1,281.48775,0.02025
282,Mic1,282.488,0.021
283,Mic1,283.489,0.024
284,Mic1,284.489,0.024
285,Mic1,285.48725,0.02575
286,Mic1,286.48775,0.02625
287,Mic1,287.49225,0.0235
288,Mic1,288.48775,0.02525
289,Mic1,289.489,0.024
290,Mic1,290.48725,0.02575
291,Mic1,291.489,0.024
292,Mic1,292.48725,0.02575
293,Mic1,293.48725,0.0255
294,Mic1,294.48775,0.028
295,Mic1,295.48775,0.01975
296,Mic1,296.48775,0.02
297,Mic1,297.488,0.01975
298,Mic1,298.48775,0.01975
299,Mic1,299.48725,0.0255
300,Mic1,300.48775,0.02775
301,Mic1,301.48875,0.024
302,Mic1,302.48875,0.024
303,Mic1,303.48775,0.025
304,Mic1,304.48725,0.0255
305,Mic1,305.4875,0.02025
306,Mic1,306.48875,0.024
307,Mic1,307.48775,0.02775
308,Mic1,308.487,0.02575
309,Mic1,309.487,0.02575
310,Mic1,310.487,0.02575
311,Mic1,311.48875,0.024
312,Mic1,312.48775,0.025
313,Mic1,313.4875,0.028
314,Mic1,314.48875,0.024
315,Mic1,315.48875,0.024
316,Mic1,316.48775,0.02425
317,Mic1,317.48775,0.025
318,Mic1,318.48775,0.026
319,Mic1,319.48875,0.024
320,Mic1,320.487,0.02675
321,Mic1,321.487,0.02575
322,Mic1,322.48875,0.024
323,Mic1,323.48875,0.02375
324,Mic1,324.48875,0.02375
325,Mic1,325.48875,0.02375
326,Mic1,326.48875,0.02375
327,Mic1,327.487,0.0265
328,Mic1,328.4875,0.02
329,Mic1,329.4875,0.02775
330,Mic1,330.4875,0.025
331,Mic1,331.4885,0.024
332,Mic1,332.487,0.0255
333,Mic1,333.487,0.0255
334,Mic1,334.487,0.0255
335,Mic1,335.487,0.0255
336,Mic1,336.4875,0.02775
337,Mic1,337.4885,0.024
338,Mic1,338.4875,0.025
339,Mic1,339.4875,0.02775
340,Mic1,340.4875,0.021
341,Mic1,341.48725,0.028
342,Mic1,342.4875,0.025
343,Mic1,343.4875,0.025
344,Mic1,344.4875,0.02
345,Mic1,345.48675,0.02675
