Type,Onset,Duration
Opto4,0.25,0.25
Mic1,1491.5,24.0
Mic1,2490.25,20.25
Mic1,3490.5,25.0
Mic1,4490.5,27.75
Mic1,5490.25,26.25
Mic1,6490.5,25.0
Mic1,7490.5,27.75
Mic1,8490.5,27.75
Mic1,9490.25,20.25
Mic1,10490.25,26.25
Mic1,11489.75,26.75
Mic1,12490.5,27.5
Mic1,13491.5,24.0
Mic1,14491.5,24.0
Mic1,15490.5,27.5
Mic1,16490.5,27.5
Mic1,17489.75,26.75
Mic1,18490.5,27.5
Mic1,19490.5,26.0
Mic1,20491.5,24.0
Mic1,21489.75,25.5
Mic1,22489.75,25.5
Mic1,23490.25,27.75
Mic1,24490.5,26.0
Mic1,25491.5,23.75
Mic1,26490.0,28.0
Mic1,27491.5,23.75
Mic1,28491.25,24.0
Mic1,29491.25,24.0
Mic1,30491.25,24.0
Mic1,31490.0,28.0
Mic1,32489.75,25.5
Mic1,33490.25,27.75
Mic1,34490.25,27.75
Mic1,35490.25,27.75
Mic1,36490.0,28.0
Mic1,37490.25,27.75
Mic1,38490.0,28.0
Mic1,39490.0,28.0
Mic1,40490.25,25.0
Mic1,41490.25,25.0
Mic1,42498.0,20.0
Mic1,43491.25,24.0
Mic1,44490.0,28.0
Mic1,45489.5,26.75
Mic1,46490.25,24.75
Mic1,47491.25,23.75
Mic1,48490.0,28.0
Mic1,49490.0,21.25
Mic1,50489.5,26.75
Mic1,51490.0,24.25
Mic1,52490.0,25.0
Mic1,53490.0,20.0
Mic1,54490.0,27.75
Mic1,55489.5,25.5
Mic1,56489.75,28.0
Mic1,57490.0,25.0
Mic1,58490.0,25.0
Mic1,59490.0,25.0
Mic1,60490.0,25.0
Mic1,61489.75,28.0
Mic1,62489.25,26.75
Mic1,63491.0,24.0
Mic1,64489.75,28.0
Mic1,65490.0,20.0
Mic1,66489.25,26.75
Mic1,67490.0,21.0
Mic1,68489.25,26.75
Mic1,69490.0,26.0
Mic1,70489.75,26.25
Mic1,71489.25,26.75
Mic1,72490.0,21.0
Mic1,73490.0,24.75
Mic1,74490.0,25.0
Mic1,75490.0,27.5
Mic1,76490.0,24.75
Mic1,77489.75,25.0
Mic1,78489.25,26.75
Mic1,79491.0,23.75
Mic1,80491.0,23.75
Mic1,81489.25,25.5
Mic1,82489.5,28.0
Mic1,83490.75,24.0
Mic1,84489.75,24.25
Mic1,85489.5,28.0
Mic1,86489.75,27.75
Mic1,87495.75,20.0
Mic1,88489.75,25.0
Mic1,89489.75,27.75
Mic1,90489.5,26.25
Mic1,91490.75,24.0
Mic1,92489.75,26.0
Mic1,93489.5,20.25
Mic1,94491.5,23.25
Mic1,95489.75,25.0
Mic1,96489.75,26.0
Mic1,97489.5,26.25
Mic1,98489.0,26.75
Mic1,99490.75,24.0
Mic1,100490.75,24.0
Mic1,101489.75,25.0
Mic1,102495.75,20.0
Mic1,103489.5,27.75
Mic1,104489.5,25.25
Mic1,105490.75,24.0
Mic1,106489.5,25.0
Mic1,107490.75,23.75
Mic1,108489.5,20.0
Mic1,109489.25,28.0
Mic1,110489.5,21.0
Mic1,111489.0,26.5
Mic1,112490.5,24.0
Mic1,113489.0,26.5
Mic1,114489.5,25.0
Mic1,115489.5,24.25
Mic1,116488.75,26.75
Mic1,117489.25,26.25
Mic1,118489.5,20.0
Mic1,119489.5,25.0
Mic1,120490.5,24.0
Mic1,121489.5,20.0
Mic1,122489.5,25.0
Mic1,123489.5,24.25
Mic1,124489.5,25.0
Mic1,125489.25,20.25
Mic1,126488.75,26.75
Mic1,127489.25,28.0
Mic1,128489.25,26.25
Mic1,129489.25,28.0
Mic1,130489.5,20.0
Mic1,131489.25,20.0
Mic1,132489.25,25.25
Mic1,133489.25,25.0
Mic1,134489.25,27.75
Mic1,135489.0,28.0
Mic1,136488.75,25.5
Mic1,137489.25,27.75
Mic1,138490.25,24.0
Mic1,139489.25,25.0
Mic1,140490.25,24.0
Mic1,141490.25,24.0
Mic1,142490.25,24.0
Mic1,143488.5,25.75
Mic1,144489.25,27.75
Mic1,145489.0,26.25
Mic1,146489.0,26.25
Mic1,147489.25,25.0
Mic1,148489.0,26.25
Mic1,149489.25,25.0
Mic1,150489.25,27.75
Mic1,151489.25,20.0
Mic1,152489.25,27.75
Mic1,153489.25,20.0
Mic1,154489.0,28.0
Mic1,155489.25,25.0
Mic1,156490.25,23.75
Mic1,157489.0,20.25
Mic1,158489.0,20.0
Mic1,159489.0,20.0
Mic1,160489.0,27.75
Mic1,161489.0,25.0
Mic1,162488.5,25.5
Mic1,163488.5,26.5
Mic1,164489.0,26.0
Mic1,165489.0,27.75
Mic1,166488.75,28.0
Mic1,167494.0,20.0
Mic1,168490.0,24.0
Mic1,169489.0,25.0
Mic1,170488.25,26.75
Mic1,171488.75,28.0
Mic1,172489.0,24.25
Mic1,173494.0,21.0
Mic1,174489.0,25.0
Mic1,175489.0,20.0
Mic1,176489.0,25.0
Mic1,177489.0,21.0
Mic1,178489.0,20.0
Mic1,179489.0,20.0
Mic1,180488.75,20.25
Mic1,181489.0,21.0
Mic1,182488.75,27.75
Mic1,183489.0,21.0
Mic1,184489.0,25.0
Mic1,185488.75,26.25
Mic1,186488.75,25.25
Mic1,187488.75,27.75
Mic1,188488.75,27.75
Mic1,189488.75,25.0
Mic1,190488.75,27.75
Mic1,191489.75,24.0
Mic1,192488.75,21.0
Mic1,193488.5,28.0
Mic1,194488.25,25.5
Mic1,195488.25,26.5
Mic1,196488.75,25.0
Mic1,197488.75,27.75
Mic1,198489.75,24.0
Mic1,199488.75,25.0
Mic1,200488.0,26.75
Mic1,201489.75,24.0
Mic1,202488.5,28.0
Mic1,203488.75,25.0
Mic1,204488.5,20.25
Mic1,205489.75,24.0
Mic1,206488.5,28.0
Mic1,207488.0,26.75
Mic1,208488.75,25.0
Mic1,209488.0,25.75
Mic1,210488.75,25.0
Mic1,211488.0,25.5
Mic1,212488.0,25.75
Mic1,213488.0,25.5
Mic1,214489.75,24.0
Mic1,215489.75,23.75
Mic1,216488.5,27.75
Mic1,217488.0,26.75
Mic1,218488.0,25.5
Mic1,219488.0,26.5
Mic1,220489.5,24.0
Mic1,221488.5,27.75
Mic1,222488.0,25.5
