Type,Onset,Duration
Opto1,2356.0,211.75
Opto1,2623.25,211.75
Opto1,2890.25,228.5
Opto1,3157.25,161.25
Opto1,3424.5,228.25
Opto1,3691.5,228.5
Opto1,3958.5,245.25
Opto1,4242.25,228.5
Opto1,4509.25,228.5
Opto1,4776.5,228.5
Opto1,5043.5,228.5
Opto1,5310.5,228.5
Opto1,5594.25,228.5
Opto1,5861.5,228.5
Opto1,6128.5,228.5
Opto1,6846.25,228.5
Opto1,7113.25,228.5
Opto1,7380.5,228.5
Opto1,7664.25,211.75
Opto1,7931.25,228.5
Opto1,8198.25,228.5
Opto1,8482.25,228.25
Opto1,8749.25,228.5
Opto1,9016.25,228.5
Opto1,9283.25,228.5
Opto1,9550.5,228.5
Opto1,9817.5,228.5
Opto1,10084.5,228.5
Opto1,10368.25,212.0
Opto1,11069.5,228.5
Opto1,11353.25,228.5
Opto1,11620.25,228.5
Opto1,11887.25,228.5
Opto1,12154.5,228.5
Opto1,12421.5,228.5
Opto1,12688.5,245.25
Opto1,13423.0,211.75
Opto1,13690.25,228.25
Opto1,13957.25,228.5
Opto1,14224.25,228.5
Opto1,14491.25,228.5
Opto1,14775.0,228.5
Opto1,15042.25,228.5
Opto1,15309.25,228.5
Opto1,15576.25,228.5
Opto1,15843.5,228.5
Opto1,16110.5,228.5
Opto1,16394.25,228.5
Opto1,16661.25,228.5
Opto1,16928.5,228.5
Opto1,17195.5,228.5
Opto1,17462.5,228.5
Opto1,18180.25,228.5
Opto1,18914.75,211.75
Opto1,19181.75,228.5
Opto1,19449.0,228.5
Opto1,20150.0,228.5
Opto1,20417.0,228.5
Opto1,20701.0,228.25
Opto1,20968.0,228.5
Opto1,21235.0,228.5
Opto1,21502.0,228.5
Opto1,21769.25,228.5
Opto1,22053.0,228.5
Opto1,22320.0,228.5
Opto1,23037.75,228.5
Opto1,23304.75,228.5
Opto1,23572.0,228.5
Opto1,23855.75,228.5
Opto1,24122.75,228.5
Opto1,24406.5,211.75
Opto1,24673.75,228.25
Opto1,24940.75,228.5
Opto1,25207.75,228.5
Opto1,25474.75,228.5
Opto1,25742.0,228.5
Opto1,26025.75,228.5
Opto1,26292.75,228.5
Opto1,26559.75,228.5
Opto1,26827.0,228.5
Opto1,27094.0,228.5
Opto1,27811.75,228.5
Opto1,28095.5,228.5
Opto1,28362.5,212.0
Opto1,28629.75,228.5
Opto1,28896.75,228.5
Opto1,29163.75,228.5
Opto1,29431.0,228.5
Opto1,29714.75,211.75
Opto1,29981.75,228.5
Opto1,30248.75,228.5
Opto1,30516.0,228.5
Opto1,30783.0,228.5
Opto1,31050.0,245.25
Opto1,31784.5,228.5
Opto1,32051.5,228.5
Opto1,32318.75,228.5
Opto1,32585.75,228.5
Opto1,32852.75,228.5
Opto1,33120.0,245.0
Opto1,33854.5,211.75
Opto1,34121.5,228.5
Opto1,34388.5,228.5
Opto1,34655.5,228.5
Opto1,34922.75,228.5
Opto1,35189.75,245.25
Opto1,35473.5,228.5
Opto1,35740.5,228.5
Opto1,36007.75,228.5
Opto1,36274.75,228.5
Opto1,36541.75,228.5
Opto1,36825.75,211.75
Opto1,37092.75,228.5
Opto1,37359.75,228.5
Opto1,37626.75,228.5
Opto1,37894.0,228.5
Opto1,38161.0,228.5
Opto1,38444.75,228.5
Opto1,38711.75,228.5
Opto1,39429.75,228.25
Opto1,39696.75,211.75
Opto1,39947.0,228.5
Opto1,40214.25,245.0
Opto1,40498.0,228.5
Opto1,40765.0,228.5
Opto1,41032.0,228.5
Opto1,41299.0,228.5
Opto1,41583.0,228.5
Opto1,41850.0,228.5
Opto1,42117.0,228.5
Opto1,42384.0,228.5
Opto1,42651.25,228.5
Opto1,42935.0,228.5
Opto1,43202.0,228.5
Opto1,43469.25,228.25
Opto1,43736.25,245.25
Opto1,44020.0,228.5
Opto1,44287.0,228.5
Opto1,45005.0,228.25
Opto1,45272.0,228.5
Opto1,45555.75,228.5
Opto1,45822.75,228.5
Opto1,46089.75,228.5
Opto1,46357.0,228.5
Opto1,46624.0,228.5
Opto1,46891.0,228.5
Opto1,47174.75,228.5
Opto1,47442.0,228.5
Opto1,47709.0,228.5
Opto1,48426.75,228.5
Opto1,48693.75,228.5
Opto1,48961.0,245.0
Opto1,49244.75,228.5
Opto1,49511.75,228.5
Opto1,49778.75,228.5
Opto1,50046.0,228.5
Opto1,50313.0,228.5
Opto1,50580.0,245.25
Opto1,50863.75,228.5
Opto1,51130.75,228.5
