Type,Onset,Duration
Opto1,1256.0,227.75
Opto1,1522.75,228.0
Opto1,1806.75,211.0
Opto1,2073.75,127.25
Opto1,2340.75,228.0
Opto1,2608.0,227.75
Opto1,2875.0,227.75
Opto1,3592.75,228.0
Opto1,3876.5,211.25
Opto1,4143.5,228.0
Opto1,4410.5,228.0
Opto1,4677.75,227.75
Opto1,4944.75,228.0
Opto1,5228.5,228.0
Opto1,5495.75,227.75
Opto1,5762.75,228.0
Opto1,6029.75,228.0
Opto1,6296.75,228.0
Opto1,6580.75,211.0
Opto1,6847.75,211.25
Opto1,7114.75,228.0
Opto1,7381.75,228.0
Opto1,7649.0,227.75
Opto1,7916.0,228.0
Opto1,8633.75,228.0
Opto1,8917.5,211.25
Opto1,9184.75,227.75
Opto1,9451.75,227.75
Opto1,10169.5,228.0
Opto1,10436.5,228.0
Opto1,10703.75,227.75
Opto1,10987.5,227.75
Opto1,11705.25,227.75
Opto1,11972.25,228.0
Opto1,12239.25,228.0
Opto1,12506.5,227.75
Opto1,12773.5,228.0
Opto1,13491.25,244.5
Opto1,13775.0,228.0
Opto1,14042.0,228.0
Opto1,14309.25,227.75
Opto1,15027.0,227.75
Opto1,15294.0,228.0
Opto1,15577.75,211.25
Opto1,15845.0,227.75
Opto1,16562.75,227.75
Opto1,17280.5,227.75
Opto1,17547.5,227.75
Opto1,17814.5,228.0
Opto1,18081.5,228.0
Opto1,18816.0,211.25
Opto1,19083.25,227.75
Opto1,19350.25,228.0
Opto1,19617.25,228.0
Opto1,20335.25,227.75
Opto1,20619.0,227.75
Opto1,20886.0,211.0
Opto1,21153.0,228.0
Opto1,21420.0,228.0
Opto1,21687.25,227.75
Opto1,22405.0,227.75
Opto1,22688.75,227.75
Opto1,22955.75,228.0
Opto1,23222.75,244.75
Opto1,23506.5,211.25
Opto1,23773.75,211.25
Opto1,24491.5,227.75
Opto1,25209.25,227.75
Opto1,25476.25,211.25
Opto1,25743.5,227.75
Opto1,26010.5,227.75
Opto1,26277.5,228.0
Opto1,26544.5,228.0
Opto1,26828.5,211.0
Opto1,27095.5,211.25
Opto1,27362.5,228.0
Opto1,27629.5,228.0
Opto1,27896.75,227.75
Opto1,28163.75,228.0
Opto1,28447.5,211.25
Opto1,28714.75,227.75
Opto1,28981.75,227.75
Opto1,29248.75,228.0
Opto1,29966.5,228.0
Opto1,30233.5,228.0
Opto1,30517.5,211.0
Opto1,30784.5,227.75
Opto1,31051.5,228.0
Opto1,31769.25,228.0
Opto1,32487.0,228.0
Opto1,32754.0,228.0
Opto1,33038.0,227.75
Opto1,33305.0,227.75
Opto1,34022.75,228.0
Opto1,34289.75,228.0
Opto1,34557.0,227.75
Opto1,34824.0,227.75
Opto1,35091.0,244.75
Opto1,35825.5,228.0
Opto1,36092.5,228.0
Opto1,36359.75,227.75
Opto1,36626.75,228.0
Opto1,37344.5,228.0
Opto1,37628.25,228.0
Opto1,37895.25,228.0
Opto1,38162.5,227.75
Opto1,38880.25,227.75
Opto1,39147.25,228.0
Opto1,39414.25,228.0
Opto1,39698.25,227.75
Opto1,39965.25,227.75
Opto1,40232.25,228.0
Opto1,40499.25,228.0
Opto1,40766.5,227.75
Opto1,41033.5,228.0
Opto1,41317.25,228.0
Opto1,41584.25,228.0
Opto1,42302.25,227.75
Opto1,42569.25,227.75
Opto1,42836.25,228.0
Opto1,43103.25,228.0
Opto1,43837.75,211.25
Opto1,44105.0,227.75
Opto1,44372.0,227.75
Opto1,44639.0,228.0
Opto1,44906.0,228.0
Opto1,45173.25,227.75
Opto1,45907.75,211.0
Opto1,46174.75,227.75
Opto1,46441.75,228.0
Opto1,46708.75,228.0
Opto1,46976.0,227.75
Opto1,47243.0,244.5
Opto1,47526.75,228.0
Opto1,47793.75,228.0
Opto1,48061.0,227.75
Opto1,48328.0,228.0
Opto1,48595.0,228.0
Opto1,48879.0,211.0
Opto1,49146.0,227.75
Opto1,49413.0,228.0
Opto1,49680.0,228.0
Opto1,49947.25,227.75
Opto1,50214.25,244.5
Opto1,50498.0,228.0
Opto1,50765.0,228.0
Opto1,51483.0,227.75
Opto1,51750.0,227.75
Opto1,52017.0,228.0
Opto1,52284.0,244.75
Opto1,52567.75,228.0
Opto1,52835.0,227.75
Opto1,53102.0,228.0
Opto1,53369.0,228.0
Opto1,53636.25,227.75
Opto1,53903.25,228.0
Opto1,54187.0,228.0
Opto1,54454.0,228.0
Opto1,54721.25,227.75
Opto1,54988.25,228.0
Opto1,55255.25,228.0
Opto1,55522.25,244.75
Opto1,55806.25,227.75
Opto1,56073.25,228.0
Opto1,56340.25,244.75
Opto1,57074.75,228.0
Opto1,57341.75,211.25
Opto1,57609.0,227.75
Opto1,57876.0,228.0
Opto1,58143.0,228.0
Opto1,58410.25,227.75
Opto1,58677.25,228.0
Opto1,58944.25,228.0
Opto1,59228.25,211.0
Opto1,59495.25,227.75
Opto1,59762.25,228.0
Opto1,60029.25,228.0
Opto1,60296.25,228.0
Opto1,60563.5,227.75
Opto1,60847.25,228.0
Opto1,61114.25,228.0
Opto1,61381.25,228.0
Opto1,61648.5,227.75
Opto1,61915.5,228.0
Opto1,62633.25,228.0
Opto1,62917.0,228.0
Opto1,63184.0,228.0
Opto1,63451.25,228.0
Opto1,63718.25,228.0
Opto1,63985.25,228.0
Opto1,64269.25,227.75
Opto1,64536.25,228.0
Opto1,64803.25,228.0
Opto1,65070.25,228.0
Opto1,65337.5,227.75
Opto1,65604.5,228.0
Opto1,65888.25,228.0
Opto1,66606.0,228.0
Opto1,66889.75,211.25
Opto1,67157.0,227.75
Opto1,67424.0,228.0
Opto1,67691.0,228.0
Opto1,67958.0,228.0
Opto1,68225.25,228.0
Opto1,68492.25,228.0
Opto1,68759.25,228.0
Opto1,69026.5,227.75
Opto1,69293.5,228.0
Opto1,69577.25,228.0
Opto1,69844.25,228.0
Opto1,70111.5,227.75
Opto1,70378.5,228.0
Opto1,71096.25,228.0
Opto1,71363.25,228.0
